,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
1561,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6
1562,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
1563,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7
1564,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6
1565,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5
1566,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6
1567,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5
1568,7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5
1569,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6
1570,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5
1571,6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5
1572,7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6
1573,6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6
1574,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5
1575,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4
1576,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6
1577,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6
1578,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4
1579,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5
1580,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4
1581,9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5
1582,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6
1583,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7
1584,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5
1585,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6
1586,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
1587,9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5
1588,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6
1589,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
1590,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6
1591,7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6
1592,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6
1593,6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6
1594,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6
1595,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6
1596,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6
1597,6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5
1598,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6
1599,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6
